state,pollster,number.of.observations,start.date,end.date,obama,mccain,other,undecided,mode,population
--,Newsweek,1038,9/10/08,9/11/08,46,46,5.6,2.4,Live Phone,Registered Voters
--,GWU/Battleground,1000,9/7/08,9/11/08,44,48,5.6,2.4,Live Phone,Registered Voters
--,Associated Press/GfK,812,9/5/08,9/10/08,44,48,5.6,2.4,Live Phone,Registered Voters
--,FOX News,900,9/8/08,9/9/08,42,45,9.1,3.9,Live Phone,Registered Voters
--,Gallup Tracking,2714,9/7/08,9/9/08,43,48,6.3,2.7,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,9/7/08,9/9/08,48,47,3.5,1.5,Live Phone,Registered Voters
--,Hotline/FD Tracking,902,9/7/08,9/9/08,45,45,7,3,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,860,9/6/08,9/8/08,46,45,6.3,2.7,Live Phone,Registered Voters
--,ABC News/Washington Post,,9/5/08,9/7/08,47,49,2.8,1.2,Live Phone,Registered Voters
--,USA Today/Gallup,823,9/5/08,9/7/08,44,54,1.4,0.6,Live Phone,Registered Voters
--,CBS News*,655,9/5/08,9/7/08,44,46,7,3,Live Phone,Registered Voters
--,CNN/OpinionResearch,942,9/5/08,9/7/08,48,48,2.8,1.2,Live Phone,Registered Voters
--,IBD/TIPP,868,9/2/08,9/7/08,45,40,10.5,4.5,Live Phone,Registered Voters
--,CBS News,734,9/1/08,9/3/08,42,42,11.2,4.8,Live Phone,Registered Voters
--,Gallup Tracking,2772,8/30/08,9/1/08,50,42,5.6,2.4,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,8/30/08,9/1/08,51,45,2.8,1.2,Live Phone,Registered Voters
--,USAT/Gallup Tracking*,1835,8/30/08,8/31/08,50,43,4.9,2.1,Live Phone,Registered Voters
--,CNN,927,8/29/08,8/31/08,49,48,2.1,0.9,Live Phone,Registered Voters
--,Hotline/FD,805,8/29/08,8/31/08,48,39,9.1,3.9,Live Phone,Registered Voters
--,CBS News,781,8/29/08,8/31/08,48,40,8.4,3.6,Live Phone,Registered Voters
--,Gallup Tracking,2784,8/23/08,8/25/08,44,46,7,3,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,8/23/08,8/25/08,46,46,5.6,2.4,Live Phone,Registered Voters
--,CNN,909,8/23/08,8/24/08,47,47,4.2,1.8,Live Phone,Registered Voters
--,Hotline/FD,1022,8/18/08,8/24/08,44,40,11.2,4.8,Live Phone,Registered Voters
--,USA Today/Gallup,765,8/21/08,8/23/08,48,45,4.9,2.1,Live Phone,Registered Voters
--,ABC News/Washington Post,,8/19/08,8/22/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,FOX News,900,8/19/08,8/20/08,42,39,13.3,5.7,Live Phone,Registered Voters
--,CBS News/NY Times,869,8/15/08,8/19/08,45,42,9.1,3.9,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,1005,8/15/08,8/18/08,45,42,9.1,3.9,Live Phone,Registered Voters
--,LA Times/Bloomberg,1248,8/15/08,8/18/08,45,43,8.4,3.6,Live Phone,Registered Voters
--,Gallup Tracking,2660,8/15/08,8/17/08,46,43,7.7,3.3,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,8/15/08,8/17/08,47,46,4.9,2.1,Live Phone,Registered Voters
--,Reuters/Zogby,1089,8/14/08,8/16/08,41,46,9.1,3.9,Live Phone,Registered Voters
--,Quinnipiac,1547,8/12/08,8/17/08,47,42,7.7,3.3,Live Phone,Registered Voters
--,Battleground,1000,8/10/08,8/14/08,46,47,4.9,2.1,Live Phone,Registered Voters
--,IBD/TIPP,856,8/4/08,8/9/08,43,38,13.3,5.7,Live Phone,Registered Voters
--,Pew,2414,7/31/08,8/10/08,46,43,7.7,3.3,Live Phone,Registered Voters
--,CBS News,906,7/31/08,8/5/08,45,39,11.2,4.8,Live Phone,Registered Voters
--,Gallup Tracking,2659,8/1/08,8/3/08,46,43,7.7,3.3,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,8/1/08,8/3/08,46,47,4.9,2.1,Live Phone,Registered Voters
--,Time,808,7/31/08,8/4/08,46,41,9.1,3.9,Live Phone,Registered Voters
--,AP-Ipsos,833,7/31/08,8/4/08,48,42,7,3,Live Phone,Registered Voters
--,CNN,914,7/27/08,7/29/08,51,44,3.5,1.5,Live Phone,Registered Voters
--,USA Today/Gallup,791,7/25/08,7/27/08,45,49,4.2,1.8,Live Phone,Registered Voters
--,Pew,1241,7/23/08,7/27/08,47,42,7.7,3.3,Live Phone,Registered Voters
--,Democracy Corps (D),1004,7/21/08,7/24/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,FOX News,900,7/22/08,7/23/08,41,40,13.3,5.7,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,1003,7/18/08,7/21/08,47,41,8.4,3.6,Live Phone,Registered Voters
--,Gallup Tracking,2638,7/13/08,7/15/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Rasmussen Tracking,3000,7/13/08,7/15/08,48,45,4.9,2.1,Live Phone,Registered Voters
--,CBS News/NY Times,1462,7/7/08,7/14/08,45,39,11.2,4.8,Live Phone,Registered Voters
--,ABC News/Washington Post,,7/10/08,7/13/08,49,46,3.5,1.5,Live Phone,Registered Voters
--,Reuters/Zogby,1039,7/9/08,7/13/08,47,40,9.1,3.9,Live Phone,Registered Voters
--,Quinnipiac,1725,7/8/08,7/13/08,50,41,6.3,2.7,Live Phone,Registered Voters
--,IBD/TIPP,854,7/7/08,7/11/08,40,37,16.1,6.9,Live Phone,Registered Voters
--,Newsweek,1037,7/9/08,7/10/08,44,41,10.5,4.5,Live Phone,Registered Voters
--,Gallup,2641,6/30/08,7/2/08,47,43,7,3,Live Phone,Registered Voters
--,Rasmussen,3000,6/29/08,7/1/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,CNN,906,6/26/08,6/29/08,50,45,3.5,1.5,Live Phone,Registered Voters
--,McLaughlin (R),1000,6/26/08,6/29/08,46,38,11.2,4.8,Live Phone,Registered Voters
--,Pew,1574,6/18/08,6/29/08,48,40,8.4,3.6,Live Phone,Registered Voters
--,Democracy Corps (D),2000,6/22/08,6/25/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,Time,805,6/19/08,6/25/08,47,43,7,3,Live Phone,Registered Voters
--,LA Times/Bloomberg,1115,6/19/08,6/23/08,49,37,9.8,4.2,Live Phone,Registered Voters
--,F&M/Hearst-Argyle,1501,6/16/08,6/22/08,42,36,15.4,6.6,Live Phone,Registered Voters
--,Newsweek,896,6/18/08,6/19/08,51,36,9.1,3.9,Live Phone,Registered Voters
--,FOX News,900,6/17/08,6/18/08,45,41,9.8,4.2,Live Phone,Registered Voters
--,USA Today/Gallup,1310,6/15/08,6/19/08,50,44,4.2,1.8,Live Phone,Registered Voters
--,ABC News/Washington Post,,6/12/08,6/15/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,Cook/RT Strategies,880,6/12/08,6/15/08,44,40,11.2,4.8,Live Phone,Registered Voters
--,Reuters/Zogby,1113,6/12/08,6/14/08,47,42,7.7,3.3,Live Phone,Registered Voters
--,Ipsos,,6/5/08,6/11/08,50,43,4.9,2.1,Live Phone,Registered Voters
--,Rasmussen,3000,6/8/08,6/10/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,Gallup,2633,6/7/08,6/9/08,48,41,7.7,3.3,Live Phone,Registered Voters
--,NBC/Wall St. Jrnl,1000,6/6/08,6/9/08,47,41,8.4,3.6,Live Phone,Registered Voters
--,Hotline/FD,806,6/5/08,6/8/08,44,42,9.8,4.2,Live Phone,Registered Voters
--,IBD/TIPP,916,6/2/08,6/8/08,43,40,11.9,5.1,Live Phone,Registered Voters
--,CNN,921,6/4/08,6/5/08,49,46,3.5,1.5,Live Phone,Registered Voters
--,CBS News,930,5/30/08,6/3/08,48,42,7,3,Live Phone,Registered Voters
--,USA Today/Gallup,803,5/30/08,6/1/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Cook/RT Strategies,802,5/29/08,5/31/08,44,43,9.1,3.9,Live Phone,Registered Voters
--,Pew,1242,5/21/08,5/25/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Newsweek,1205,5/21/08,5/22/08,46,46,5.6,2.4,Live Phone,Registered Voters
--,Reuters/Zogby,1076,5/15/08,5/18/08,48,40,8.4,3.6,Live Phone,Registered Voters
--,IBD/TIPP,953,5/12/08,5/18/08,48,37,10.5,4.5,Live Phone,Registered Voters
--,Rasmussen,3000,5/13/08,5/16/08,44,45,7.7,3.3,Live Phone,Registered Voters
--,Gallup,4385,5/12/08,5/16/08,44,47,6.3,2.7,Live Phone,Registered Voters
--,Democracy Corps (D),1014,5/13/08,5/15/08,48,46,4.2,1.8,Live Phone,Registered Voters
--,Battleground,1018,5/11/08,5/14/08,49,47,2.8,1.2,Live Phone,Registered Voters
--,Quinnipiac,1475,5/8/08,5/12/08,47,40,9.1,3.9,Live Phone,Registered Voters
--,ABC News/Washington Post,1122,5/8/08,5/11/08,51,44,3.5,1.5,Live Phone,Registered Voters
--,POS/GQR,800,5/7/08,5/8/08,48,43,6.3,2.7,Live Phone,Registered Voters
--,LA Times/Bloomberg,1986,5/1/08,5/8/08,46,40,9.8,4.2,Live Phone,Registered Voters
--,Ipsos,755,4/30/08,5/4/08,46,42,8.4,3.6,Live Phone,Registered Voters
--,USA Today/Gallup,803,5/1/08,5/3/08,47,48,3.5,1.5,Live Phone,Registered Voters
--,CBS News/NY Times,601,5/1/08,5/3/08,51,40,6.3,2.7,Live Phone,Registered Voters
--,Hotline/FD,803,4/30/08,5/3/08,47,43,7,3,Live Phone,Registered Voters
--,CNN,906,4/28/08,4/30/08,49,45,4.2,1.8,Live Phone,Registered Voters
--,FOX News,900,4/28/08,4/29/08,43,46,7.7,3.3,Live Phone,Registered Voters
--,CBS News/NY Times,956,4/25/08,4/29/08,45,45,7,3,Live Phone,Registered Voters
--,NBC/WSJ,1006,4/25/08,4/28/08,46,43,7.7,3.3,Live Phone,Registered Voters
--,Rasmussen,1600,4/24/08,4/27/08,46,46,5.6,2.4,Live Phone,Registered Voters
--,Pew,1323,4/23/08,4/27/08,50,44,4.2,1.8,Live Phone,Registered Voters
--,AP-Ipsos,760,4/23/08,4/27/08,46,44,7,3,Live Phone,Registered Voters
--,Newsweek,1203,4/24/08,4/25/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,USA Today/Gallup,1016,4/18/08,4/20/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Cook/RT Strategies,802,4/17/08,4/20/08,45,44,7.7,3.3,Live Phone,Registered Voters
--,Newsweek,1209,4/16/08,4/17/08,48,44,5.6,2.4,Live Phone,Registered Voters
--,Reuters/Zogby,1049,4/10/08,4/13/08,45,45,7,3,Live Phone,Registered Voters
--,ABC News/Washington Post,1197,4/10/08,4/13/08,49,44,4.9,2.1,Live Phone,Registered Voters
--,Rasmussen,1600,4/10/08,4/13/08,42,49,6.3,2.7,Live Phone,Registered Voters
--,AP-Ipsos,749,4/7/08,4/9/08,45,45,7,3,Live Phone,Registered Voters
--,Gallup,4380,4/2/08,4/6/08,45,45,7,3,Live Phone,Registered Voters
--,CBS News/NY Times,1196,3/28/08,4/2/08,47,42,7.7,3.3,Live Phone,Registered Voters
--,Hotline/FD,799,3/28/08,3/31/08,44,46,7,3,Live Phone,Registered Voters
--,Rasmussen,1600,3/27/08,3/30/08,42,47,7.7,3.3,Live Phone,Registered Voters
--,NBC/WSJ,800,3/24/08,3/25/08,44,42,9.8,4.2,Live Phone,Registered Voters
--,Pew,1248,3/19/08,3/22/08,49,43,5.6,2.4,Live Phone,Registered Voters
--,FOX News,900,3/18/08,3/19/08,43,44,9.1,3.9,Live Phone,Registered Voters
--,CBS News,,3/15/08,3/18/08,48,43,6.3,2.7,Live Phone,Registered Voters
--,CNN,950,3/14/08,3/16/08,47,46,4.9,2.1,Live Phone,Registered Voters
--,USA Today/Gallup,685,3/14/08,3/15/08,49,47,2.8,1.2,Live Phone,Registered Voters
--,Reuters/Zogby,1004,3/13/08,3/14/08,40,46,9.8,4.2,Live Phone,Registered Voters
--,NBC/WSJ,1012,3/7/08,3/10/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Cook/RT Strategies,802,3/6/08,3/9/08,43,45,8.4,3.6,Live Phone,Registered Voters
--,Newsweek,1215,3/5/08,3/6/08,46,45,6.3,2.7,Live Phone,Registered Voters
--,ABC News/Washington Post,,2/28/08,3/2/08,53,42,3.5,1.5,Live Phone,Registered Voters
--,Cook/RT Strategies,802,2/28/08,3/2/08,47,38,10.5,4.5,Live Phone,Registered Voters
--,LA Times/Bloomberg,,2/21/08,2/25/08,42,44,9.8,4.2,Live Phone,Registered Voters
--,AP-Ipsos,755,2/22/08,2/24/08,51,41,5.6,2.4,Live Phone,Registered Voters
--,USA Today/Gallup,1653,2/21/08,2/24/08,47,48,3.5,1.5,Live Phone,Registered Voters
--,Pew,1240,2/20/08,2/24/08,50,43,4.9,2.1,Live Phone,Registered Voters
--,CBS News/NY Times,1115,2/20/08,2/24/08,50,38,8.4,3.6,Live Phone,Registered Voters
--,FOX News,900,2/19/08,2/20/08,47,43,7,3,Live Phone,Registered Voters
--,Hotline/FD,803,2/14/08,2/17/08,48,40,8.4,3.6,Live Phone,Registered Voters
--,Reuters/Zogby,928,2/13/08,2/16/08,47,40,9.1,3.9,Live Phone,Registered Voters
--,USA Today/Gallup,706,2/8/08,2/10/08,50,46,2.8,1.2,Live Phone,Registered Voters
--,AP-Ipsos,1029,2/7/08,2/10/08,48,42,7,3,Live Phone,Registered Voters
--,Time,958,2/1/08,2/4/08,48,41,7.7,3.3,Live Phone,Registered Voters
--,CNN,974,2/1/08,2/3/08,52,44,2.8,1.2,Live Phone,Registered Voters
--,Cook/RT Strategies,855,1/31/08,2/2/08,45,43,8.4,3.6,Live Phone,Registered Voters
--,ABC News/Washington Post,1249,1/30/08,2/1/08,49,46,3.5,1.5,Live Phone,Registered Voters
--,FOX News,900,1/30/08,1/31/08,44,43,9.1,3.9,Live Phone,Registered Voters
--,NPR,1000,1/29/08,1/31/08,47,48,3.5,1.5,Live Phone,Registered Voters
--,Rasmussen,1200,1/25/08,1/27/08,41,47,8.4,3.6,Live Phone,Registered Voters
--,NBC/WSJ,1008,1/20/08,1/22/08,42,42,11.2,4.8,Live Phone,Registered Voters
--,LA Times/Bloomberg,1312,1/18/08,1/22/08,41,42,11.9,5.1,Live Phone,Registered Voters
--,Rasmussen,800,1/16/08,1/17/08,46,41,9.1,3.9,Live Phone,Registered Voters
--,USA Today/Gallup,1106,1/10/08,1/13/08,45,50,3.5,1.5,Live Phone,Registered Voters
--,Hotline/FD,803,1/10/08,1/12/08,41,39,14,6,Live Phone,Registered Voters
--,CNN,840,1/9/08,1/10/08,49,48,2.1,0.9,Live Phone,Registered Voters
--,Rasmussen,800,1/4/08,1/6/08,43,46,7.7,3.3,Live Phone,Registered Voters
--,FOX News,900,12/18/08,12/19/08,40,44,11.2,4.8,Live Phone,Registered Voters
--,Zogby,1000,12/12/08,12/14/08,47,43,7,3,Live Phone,Registered Voters
--,CNN,,12/6/08,12/9/08,48,48,2.8,1.2,Live Phone,Registered Voters
--,Rasmussen,800,11/26/08,11/27/08,44,44,8.4,3.6,Live Phone,Registered Voters
--,Rasmussen,800,11/16/08,11/17/08,46,43,7.7,3.3,Live Phone,Registered Voters
--,Gallup,897,11/11/08,11/14/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Quinnipiac,1636,10/23/08,10/29/08,43,43,9.8,4.2,Live Phone,Registered Voters
--,LA Times/Bloomberg,522,10/19/08,10/22/08,44,36,14,6,Live Phone,Registered Voters
--,FOX News,900,9/25/08,9/26/08,40,38,15.4,6.6,Live Phone,Registered Voters
--,Rasmussen,800,9/19/08,9/20/08,46,41,9.1,3.9,Live Phone,Registered Voters
--,Quinnipiac,1545,8/7/08,8/13/08,43,39,12.6,5.4,Live Phone,Registered Voters
--,Rasmussen,800,8/1/08,8/2/08,46,40,9.8,4.2,Live Phone,Registered Voters
--,FOX News,900,7/17/08,7/18/08,47,37,11.2,4.8,Live Phone,Registered Voters
--,Rasmussen,1029,7/16/08,7/17/08,47,38,10.5,4.5,Live Phone,Registered Voters
--,Zogby,1012,7/12/08,7/14/08,45,42,9.1,3.9,Live Phone,Registered Voters
--,CNN,907,6/22/08,6/24/08,48,44,5.6,2.4,Live Phone,Registered Voters
--,Newsweek,831,6/20/08,6/21/08,51,41,5.6,2.4,Live Phone,Registered Voters
--,Rasmussen,800,6/13/08,6/14/08,46,38,11.2,4.8,Live Phone,Registered Voters
--,USA Today/Gallup,927,6/11/08,6/14/08,48,46,4.2,1.8,Live Phone,Registered Voters
--,Quinnipiac,1711,6/5/08,6/11/08,43,41,11.2,4.8,Live Phone,Registered Voters
--,LA Times/Bloomberg,1056,6/7/08,6/10/08,47,35,12.6,5.4,Live Phone,Registered Voters
--,Zogby,993,5/17/08,5/20/08,46,43,7.7,3.3,Live Phone,Registered Voters
--,Hotline/FD,800,5/16/08,5/20/08,42,39,13.3,5.7,Live Phone,Registered Voters
--,Newsweek,831,5/2/08,5/3/08,52,39,6.3,2.7,Live Phone,Registered Voters
--,Marist,823,4/26/08,5/1/08,39,46,10.5,4.5,Live Phone,Registered Voters
--,Quinnipiac,1166,4/25/08,5/1/08,42,42,11.2,4.8,Live Phone,Registered Voters
--,Hotline/FD,801,4/26/08,4/30/08,48,37,10.5,4.5,Live Phone,Registered Voters
--,NBC/WSJ,1004,4/20/08,4/23/08,45,39,11.2,4.8,Live Phone,Registered Voters
--,Rasmussen,800,4/9/08,4/10/08,48,42,7,3,Live Phone,Registered Voters
--,Time,1102,4/5/08,4/9/08,47,42,7.7,3.3,Live Phone,Registered Voters
--,LA Times/Bloomberg,603,4/5/08,4/9/08,48,40,8.4,3.6,Live Phone,Registered Voters
--,Time,1102,3/23/08,3/26/08,43,45,8.4,3.6,Live Phone,Registered Voters
--,Rasmussen,800,3/14/08,3/15/08,44,44,8.4,3.6,Live Phone,Registered Voters
--,Time,1500,3/9/08,3/12/08,44,41,10.5,4.5,Live Phone,Registered Voters
--,American Res. Group,2104,3/2/08,3/5/08,42,46,8.4,3.6,Live Phone,Registered Voters
--,Newsweek,1202,2/28/08,3/1/08,45,43,8.4,3.6,Live Phone,Registered Voters
--,Time,1144,2/23/08,2/26/08,46,42,8.4,3.6,Live Phone,Registered Voters
--,Zogby,1078,2/22/08,2/24/08,44,40,11.2,4.8,Live Phone,Registered Voters
--,Quinnipiac,1536,2/13/08,2/19/08,43,43,9.8,4.2,Live Phone,Registered Voters
--,Marist,978,2/12/08,2/15/08,41,44,10.5,4.5,Live Phone,Registered Voters
--,USA Today/Gallup,936,2/9/08,2/11/08,48,48,2.8,1.2,Live Phone,Registered Voters
--,Rasmussen,800,2/7/08,2/8/08,44,44,8.4,3.6,Live Phone,Registered Voters
--,Newsweek,837,1/24/08,1/25/08,48,42,7,3,Live Phone,Registered Voters
--,Time,1064,1/22/08,1/23/08,42,49,6.3,2.7,Live Phone,Registered Voters
--,ABC News/Washington Post,1000,1/16/08,1/19/08,47,45,5.6,2.4,Live Phone,Registered Voters
--,Rasmussen,800,1/17/08,1/18/08,47,44,6.3,2.7,Live Phone,Registered Voters
--,Newsweek,1003,1/17/08,1/18/08,46,44,7,3,Live Phone,Registered Voters
--,Hotline/FD,800,1/11/08,1/14/08,38,43,13.3,5.7,Live Phone,Registered Voters
--,Battleground,500,1/8/08,1/11/08,39,51,7,3,Live Phone,Registered Voters
--,IBD/TIPP,951,1/2/08,1/4/08,36,48,11.2,4.8,Live Phone,Registered Voters
--,CNN,1019,12/15/08,12/17/08,43,47,7,3,Live Phone,Registered Voters
--,Rasmussen,1000,12/12/08,12/13/08,40,46,9.8,4.2,Live Phone,Registered Voters
--,Newsweek,1000,12/6/08,12/7/08,43,45,8.4,3.6,Live Phone,Registered Voters
--,FOX News,900,12/5/08,12/6/08,30,49,14.7,6.3,Live Phone,Registered Voters
--,Rasmussen,1000,11/6/08,11/7/08,39,47,9.8,4.2,Live Phone,Registered Voters
